questions,keys,datadic,col_name,assessment,domains,measures
"98. Withdrawn, doesn't get involved with others",CBCL_Pre_98,CBCL_Pre,"CBCL_Pre,CBCL_Pre_98",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
99. Worries,CBCL_Pre_99,CBCL_Pre,"CBCL_Pre,CBCL_Pre_99",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
100. a. Please write in any problems the child has that were not listed above,CBCL_Pre_100a,CBCL_Pre,"CBCL_Pre,CBCL_Pre_100a",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
100. b. Please write in any problems the child has that were not listed above,CBCL_Pre_100b,CBCL_Pre,"CBCL_Pre,CBCL_Pre_100b",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
100. c. Please write in any problems the child has that were not listed above,CBCL_Pre_100c,CBCL_Pre,"CBCL_Pre,CBCL_Pre_100c",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Aggressive Behavior Raw Score,CBCL_Pre_AB,CBCL_Pre,"CBCL_Pre,CBCL_Pre_AB",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Aggressive Behavior T-Score,CBCL_Pre_AB_T,CBCL_Pre,"CBCL_Pre,CBCL_Pre_AB_T",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Anxious/Depressed Raw Score,CBCL_Pre_AD,CBCL_Pre,"CBCL_Pre,CBCL_Pre_AD",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Anxious/Depressed T-Score,CBCL_Pre_AD_T,CBCL_Pre,"CBCL_Pre,CBCL_Pre_AD_T",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Attention Problems Raw Score,CBCL_Pre_AP,CBCL_Pre,"CBCL_Pre,CBCL_Pre_AP",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Attention Problems T-Score,CBCL_Pre_AP_T,CBCL_Pre,"CBCL_Pre,CBCL_Pre_AP_T",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Somatic Complaints Raw Score,CBCL_Pre_SC,CBCL_Pre,"CBCL_Pre,CBCL_Pre_SC",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Somatic Complaints T-Score,CBCL_Pre_SC_T,CBCL_Pre,"CBCL_Pre,CBCL_Pre_SC_T",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Sleep Problems Raw Score,CBCL_Pre_SP,CBCL_Pre,"CBCL_Pre,CBCL_Pre_SP",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Sleep Problems T-Score,CBCL_Pre_SP_T,CBCL_Pre,"CBCL_Pre,CBCL_Pre_SP_T",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Withdrawn Raw Score,CBCL_Pre_WD,CBCL_Pre,"CBCL_Pre,CBCL_Pre_WD",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Withdrawn T-Score,CBCL_Pre_WD_T,CBCL_Pre,"CBCL_Pre,CBCL_Pre_WD_T",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Externalizing Raw Score,CBCL_Pre_Ext,CBCL_Pre,"CBCL_Pre,CBCL_Pre_Ext",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Externalizing T-Score,CBCL_Pre_Ext_T,CBCL_Pre,"CBCL_Pre,CBCL_Pre_Ext_T",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Internalizing Raw Score,CBCL_Pre_Int,CBCL_Pre,"CBCL_Pre,CBCL_Pre_Int",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Internalizing T-Score,CBCL_Pre_Int_T,CBCL_Pre,"CBCL_Pre,CBCL_Pre_Int_T",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Attention Deficit/Hyperactivity Problems Raw Score,CBCL_Pre_DSM_ADHP,CBCL_Pre,"CBCL_Pre,CBCL_Pre_DSM_ADHP",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Attention Deficit/Hyperactivity Problems T-Score,CBCL_Pre_DSM_ADHP_T,CBCL_Pre,"CBCL_Pre,CBCL_Pre_DSM_ADHP_T",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Anxiety Problems Raw Score,CBCL_Pre_DSM_AnxP,CBCL_Pre,"CBCL_Pre,CBCL_Pre_DSM_AnxP",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Anxiety Problems T-Score,CBCL_Pre_DSM_AnxP_T,CBCL_Pre,"CBCL_Pre,CBCL_Pre_DSM_AnxP_T",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Affective Problems Raw Score,CBCL_Pre_DSM_AP,CBCL_Pre,"CBCL_Pre,CBCL_Pre_DSM_AP",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Affective Problems T-Score,CBCL_Pre_DSM_AP_T,CBCL_Pre,"CBCL_Pre,CBCL_Pre_DSM_AP_T",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Oppositional Defiant Problems Raw Score,CBCL_Pre_DSM_ODP,CBCL_Pre,"CBCL_Pre,CBCL_Pre_DSM_ODP",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Oppositional Defiant Problems T-Score,CBCL_Pre_DSM_ODP_T,CBCL_Pre,"CBCL_Pre,CBCL_Pre_DSM_ODP_T",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Pervasive Development Problems Raw Score,CBCL_Pre_DSM_PDP,CBCL_Pre,"CBCL_Pre,CBCL_Pre_DSM_PDP",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Pervasive Development Problems T-Scre,CBCL_Pre_DSM_PDP_T,CBCL_Pre,"CBCL_Pre,CBCL_Pre_DSM_PDP_T",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Other Problems Raw Score,CBCL_Pre_OP,CBCL_Pre,"CBCL_Pre,CBCL_Pre_OP",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Total Raw Score,CBCL_Pre_Total,CBCL_Pre,"CBCL_Pre,CBCL_Pre_Total",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
Total T-Score,CBCL_Pre_Total_T,CBCL_Pre,"CBCL_Pre,CBCL_Pre_Total_T",Parent Measures,Demographic_Questionnaire_Measures,Child Behavior Checklist
"1. When you had problems, you thought about what you could do before you did something.",CCSC_01,CCSC,"CCSC,CCSC_01",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
2. You told yourself that you could handle this problem.,CCSC_02,CCSC,"CCSC,CCSC_02",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
3. You daydreamed that everything was okay.,CCSC_03,CCSC,"CCSC,CCSC_03",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
4. You asked your parent for help in figuring out what to do.,CCSC_04,CCSC,"CCSC,CCSC_04",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
5. You did something to make things better.,CCSC_05,CCSC,"CCSC,CCSC_05",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
6. When you had problems since the stressor you sought God's help.,CCSC_06,CCSC,"CCSC,CCSC_06",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
7. You told yourself that things would get better.,CCSC_07,CCSC,"CCSC,CCSC_07",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
8. You tried to ignore it.,CCSC_08,CCSC,"CCSC,CCSC_08",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
9. You told your parent how you felt about the problem.,CCSC_09,CCSC,"CCSC,CCSC_09",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
10. You thought about why it happened.,CCSC_10,CCSC,"CCSC,CCSC_10",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
11. You tried to notice or think about only the good things in your life.,CCSC_11,CCSC,"CCSC,CCSC_11",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
12. You tried to stay away from the problem.,CCSC_12,CCSC,"CCSC,CCSC_12",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
13. You told adults (other than your parent what you wanted them to do.,CCSC_13,CCSC,"CCSC,CCSC_13",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
"14. When you had problems since the stressor, you thought about what would happen before you decided what to do.",CCSC_14,CCSC,"CCSC,CCSC_14",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
15. You told yourself you have taken care of things like this before.,CCSC_15,CCSC,"CCSC,CCSC_15",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
16. You put your trust in God.,CCSC_16,CCSC,"CCSC,CCSC_16",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
17. You talked about your feelings to an adult other than your parent.,CCSC_17,CCSC,"CCSC,CCSC_17",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
18. You imagined how you'd like things to be.,CCSC_18,CCSC,"CCSC,CCSC_18",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
19. You told your parent how you would like to solve the problem.,CCSC_19,CCSC,"CCSC,CCSC_19",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
"20. When you had problems since the stressor, you tried to make things better by changing what you did.",CCSC_20,CCSC,"CCSC,CCSC_20",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
21. You told yourself that it would be OK.,CCSC_21,CCSC,"CCSC,CCSC_21",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
22. You tried to put it out of your mind.,CCSC_22,CCSC,"CCSC,CCSC_22",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
23. You told your friends about what made you feel the way you did.,CCSC_23,CCSC,"CCSC,CCSC_23",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
24. You tried to understand it better by thinking more about it.,CCSC_24,CCSC,"CCSC,CCSC_24",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
25. You reminded yourself that you are better off that a lot of other young people.,CCSC_25,CCSC,"CCSC,CCSC_25",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
"26. When you had problems since the stressor, you tried to stay away from things that made you feel upset.",CCSC_26,CCSC,"CCSC,CCSC_26",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
27. You talked with friends about what you would like to happen.,CCSC_27,CCSC,"CCSC,CCSC_27",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
28. You tried to find comfort in your religion.,CCSC_28,CCSC,"CCSC,CCSC_28",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
29. You thought about which things are best to do to handle the problem.,CCSC_29,CCSC,"CCSC,CCSC_29",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
30. You told yourself you could handle whatever happens.,CCSC_30,CCSC,"CCSC,CCSC_30",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
31. You wished that bad things wouldn't happen.,CCSC_31,CCSC,"CCSC,CCSC_31",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
32. You told your parent how you felt.,CCSC_32,CCSC,"CCSC,CCSC_32",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
"33. When you had problems since the stressor, you did something to solve the problem.",CCSC_33,CCSC,"CCSC,CCSC_33",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
34. You told your brother or sister about what made you feel the way you did.,CCSC_34,CCSC,"CCSC,CCSC_34",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
"35. You told yourself that in the long run, things would work out for the best.",CCSC_35,CCSC,"CCSC,CCSC_35",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
36. You didn't think about it.,CCSC_36,CCSC,"CCSC,CCSC_36",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
"37. You talked to another adult, other than your parent, who could help you solve the problem.",CCSC_37,CCSC,"CCSC,CCSC_37",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
38. You thought about what you could learn from the problem.,CCSC_38,CCSC,"CCSC,CCSC_38",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
39. You reminded yourself that overall things are pretty good for you.,CCSC_39,CCSC,"CCSC,CCSC_39",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
"40. When you had problems since the stressor, you avoided the people who made you feel bad.",CCSC_40,CCSC,"CCSC,CCSC_40",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
"41. You told an adult, other than your parent, how you felt.",CCSC_41,CCSC,"CCSC,CCSC_41",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
42. You thought about what you needed to know so you could solve the problem.,CCSC_42,CCSC,"CCSC,CCSC_42",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
43. You reminded yourself that you knew what to do.,CCSC_43,CCSC,"CCSC,CCSC_43",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
44. You talked with brother or sister about what you would like to happen.,CCSC_44,CCSC,"CCSC,CCSC_44",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
45. You prayed more than usual.,CCSC_45,CCSC,"CCSC,CCSC_45",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
46. You wished that things were better.,CCSC_46,CCSC,"CCSC,CCSC_46",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
47. You figured out what you could do by talking with one of your friends.,CCSC_47,CCSC,"CCSC,CCSC_47",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
"48. When you had problems since the stressor, you did something in order to get the most you could out of the situation.",CCSC_48,CCSC,"CCSC,CCSC_48",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
49. You told yourself that it would work itself out.,CCSC_49,CCSC,"CCSC,CCSC_49",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
50. You just forgot about it.,CCSC_50,CCSC,"CCSC,CCSC_50",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
51. You talked with your brother or sister about your feelings.,CCSC_51,CCSC,"CCSC,CCSC_51",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
52. You tried to figure out why things like this happen.,CCSC_52,CCSC,"CCSC,CCSC_52",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
53. You reminded yourself about all the things you have going for you.,CCSC_53,CCSC,"CCSC,CCSC_53",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
54. You talked with your friends about your feelings.,CCSC_54,CCSC,"CCSC,CCSC_54",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
55. You avoided it by going to your room.,CCSC_55,CCSC,"CCSC,CCSC_55",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
56. You talked to your brother or sister about how to make things better.,CCSC_56,CCSC,"CCSC,CCSC_56",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
Problem Focused Coping Score,CCSC_PFC,CCSC,"CCSC,CCSC_PFC",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
Cognitive Decision Making Score,CCSC_CDM,CCSC,"CCSC,CCSC_CDM",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
Direct Problem Solving Score,CCSC_DPS,CCSC,"CCSC,CCSC_DPS",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
Seeking Understanding Score,CCSC_SU,CCSC,"CCSC,CCSC_SU",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
Avoidance Coping Score,CCSC_AC,CCSC,"CCSC,CCSC_AC",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
Avoidant Actions Score,CCSC_AA,CCSC,"CCSC,CCSC_AA",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
Repression Score,CCSC_REP,CCSC,"CCSC,CCSC_REP",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
Wishful Thinking Score,CCSC_WT,CCSC,"CCSC,CCSC_WT",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
Positive Cognitive Restructuring Score,CCSC_PCR,CCSC,"CCSC,CCSC_PCR",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
Control Score,CCSC_CON,CCSC,"CCSC,CCSC_CON",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
Optimism Score,CCSC_OPT,CCSC,"CCSC,CCSC_OPT",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
Positivity Score,CCSC_POS,CCSC,"CCSC,CCSC_POS",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
Religion Score,CCSC_REL,CCSC,"CCSC,CCSC_REL",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
Support Seeking Score,CCSC_SS,CCSC,"CCSC,CCSC_SS",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
Support Sought from Mother/Father/Guardian Score,CCSC_SUPMF,CCSC,"CCSC,CCSC_SUPMF",Child Measures,Questionnaire_Measures_of_Family_Structure_Stress_and_Trauma,Children’s Coping Strategies Checklist-Revised 
